stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"GARING, CAPRICE;University of Florida;2003","Garing, Caprice","Health Behavior;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Health: Government Policy; Regulation; Public Health",Essays on the Personal Responsibility and Work Opportunity Reconciliation Act and Disabled Children,University of Florida,2003,I,"Health, Education, and Welfare",2002-2003,both,,,,
"CALHOUN, JOSEPH;University of Georgia;2003","Calhoun, Joseph",Education and Research Institutions: General,Three Essays Analyzing the Behavior of Institutions of Higher Learning,University of Georgia,2003,I,"Health, Education, and Welfare",2002-2003,both,"Calhoun, Joseph",35329126000,,
"TINSLEY, KAREN;University of Georgia;2003","Tinsley, Karen","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Wage Level and Structure; Wage Differentials",The Effect of Welfare-Program Benefits on the Earnings of Public-Housing Residents,University of Georgia,2003,I,"Health, Education, and Welfare",2002-2003,both,"Tinsley, Karen L.",36944096700,,
"BELOVA, EVGENIA;University of Houston;2003","Belova, Evgenia",Illegal Behavior and the Enforcement of Law;Socialist Systems and Transitional Economies: Legal Institutions; Illegal Behavior,"Contracts, White-Collar Crime, and Law Enforcement under Dictatorship: The Case of the Soviet Economy",University of Houston,2003,K,Law and Economics,2002-2003,both,"Belova, Eugenia",24166272800,"BELOVA, EUGENIA",pbe793
"BERGMAN-WADDELL, MARGO;University of Houston;2003","Bergman-Waddell, Margo",Microeconomics: General,Essays on the Foundation and Application of Agent-Based Modeling in Economics,University of Houston,2003,D,Microeconomics,2002-2003,both,"Bergman, Margo",8983649400,,
"CHO, YONG-WOON;University of Houston;2003","Cho, Yong-Woon",Single Equation Models; Single Variables: Panel Data Models; Spatio-temporal Models;Single Equation Models; Single Variables: Discrete Regression and Qualitative Choice Models; Discrete Regressors; Proportions; Probabilities;Safety; Job Satisfaction; Related Public Policy;Health Behavior,Two-Step Conditional Estimation of Autocorrelated Panel Data Models with Binary Endogenous Variable: Experimental Evidence and the Effect of Body Weight on Employment Disability,University of Houston,2003,C,Mathematical and Quantitative Methods,2002-2003,both,,,,
"HO, YI-CHENG;University of Houston;2003","Ho, Yi-Cheng","State and Local Budget and Expenditures;Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior",The Effect of Legislative Structure and Political Parties in State Government Expenditure,University of Houston,2003,H,Public Economics,2002-2003,both,"Ho, Yicheng",36838955800,,
"HOPPER, TIMOTHY;University of Houston;2003","Hopper, Timothy",Foreign Exchange,Linear and Nonlinear Dynamics of Real Exchange Rates,University of Houston,2003,F,International Economics,2002-2003,both,"Hopper, Timothy",57191616053,,
"KOUMKWA, SAMUEL;University of Houston;2003","Koumkwa, Samuel",Foreign Exchange;International Linkages to Development; Role of International Organizations,Dynamic Properties of Long Run Real Exchange Rates in Sub-Saharan Africa,University of Houston,2003,F,International Economics,2002-2003,both,,,,
"LAZAREV, VALERY;University of Houston;2003","Lazarev, Valery","Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;Formal and Informal Sectors; Shadow Economy; Institutional Arrangements",Economic Incentives and Institutional Change under Non-Democratic Regimes,University of Houston,2003,D,Microeconomics,2002-2003,both,"Lazarev, Valery",19640372400,"LAZAREV, VALERY",pla252
"LOPEZ, CLAUDE;University of Houston;2003","Lopez, Claude",Foreign Exchange,Improving the Measurement of Real Exchange Rate Persistence,University of Houston,2003,F,International Economics,2002-2003,both,"Lopez, Claude",57226163039,"LOPEZ, CLAUDE",plo84
"MIJARES, JOHN;University of Houston;2003","Mijares, John","Health Behavior;Labor Force and Employment, Size, and Structure","Drug Use, Health, and Labor Market Outcomes",University of Houston,2003,I,"Health, Education, and Welfare",2003-2004,both,"Mijares, John C.",6603432264,,
"PUENTE-TREVINO, JESUS;University of Houston;2003","Puente-Trevino, Jesus",Financial Markets and the Macroeconomy;International Linkages to Development; Role of International Organizations;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance,The 1964 Mexican Crisis: A Stylized Cash-In-Advance Model with Financial Constraints,University of Houston,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,,,,
"RAPHAEL, JOANN JOLLY;University of Houston;2003","Raphael, Joann Jolly","Health Behavior;Fertility; Family Planning; Child Care; Children; Youth;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Welfare Participation and Child Health Outcomes: Evidence from the NMIHS,University of Houston,2003,I,"Health, Education, and Welfare",2003-2004,both,,,,
"AMIDON, CAROLE MARIE;University of Illinois;2003","Amidon, Carole Marie",Wage Level and Structure; Wage Differentials;Asset Pricing; Trading Volume; Bond Interest Rates,Robust Estimation of the Cross-Sections of U.S. Wages and Stock Returns,University of Illinois,2003,J,Labor and Demographic Economics,2002-2003,both,,,,
"CHANG, YUNHEE;University of Illinois;2003","Chang, Yunhee","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Marriage; Marital Dissolution; Family Structure; Domestic Abuse;Fertility; Family Planning; Child Care; Children; Youth",Essays on Welfare Reform and Child Support Enforcement: Evidence from State Administrative Data,University of Illinois,2003,I,"Health, Education, and Welfare",2003-2004,both,"Chang, Yunhee",56169117500,,
"GALLO, ANDRES ALBERTO;University of Illinois;2003","Gallo, Andres Alberto",Economic Development: General;Capitalist Systems: Political Economy;Economic History: Macroeconomics and Monetary Economics; Industrial Structure; Growth; Fluctuations: Latin America; Caribbean;Economywide Country Studies: Latin America; Caribbean,The Political Economy of Argentine Development,University of Illinois,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Gallo, Andrés A.",14019336300,"GALLO, ANDRES",pga528
"KIM, HYUNSOOK;University of Illinois;2003","Kim, Hyunsook",Electric Utilities;Transactional Relationships; Contracts and Reputation; Networks,Transmission Capacity Effects on Market Inefficiencies in the California Electrical Network,University of Illinois,2003,L,Industrial Organization,2002-2003,both,,,,
"TOROS, FERNANDO;University of Illinois;2003","Toros, Fernando",Financial Markets and the Macroeconomy;Contingent Pricing; Futures Pricing; option pricing;Banks; Depository Institutions; Micro Finance Institutions; Mortgages,Essays on Banking and Option Pricing,University of Illinois,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,,,"TORRES, FERNANDO",pto141
"WANDSCHNEIDER, KIRSTEN;University of Illinois;2003","Wandschneider, Kirsten",Economic History: Macroeconomics and Monetary Economics; Industrial Structure; Growth; Fluctuations: Europe: 1913-;Economic History: Financial Markets and Institutions: Europe: 1913-;Central Banks and Their Policies,Central Bank Independence and Policy Performance: Central-East Europe 1919-1939,University of Illinois,2003,N,Economic History,2002-2003,both,"Wandschneider, Kirsten",23969653200,"WANDSCHNEIDER, KIRSTEN",pwa288
"AHN, EUN;University of Illinois, Chicago;2003","Ahn, Eun",Asset Pricing; Trading Volume; Bond Interest Rates;Financial Markets and the Macroeconomy,International Evidence of the Relationship between Stock Returns and Real Activity: A BVAR and BGARCH Approach,"University of Illinois, Chicago",2003,G,Financial Economics,2002-2003,both,"Ahn, Eun S.",14035086900,,
"BASS, ELIZABETH;University of Illinois, Chicago;2003","Bass, Elizabeth","Analysis of Health Care Markets;Demographic Trends, Macroeconomic Effects, and Forecasts",Health Coverage in America: Are Immigrants Different?,"University of Illinois, Chicago",2003,I,"Health, Education, and Welfare",2002-2003,both,"Bass, Elizabeth A.",56780530100,,
"CORBETT, MICHAELYN;University of Illinois, Chicago;2003","Corbett, Michaelyn",Illegal Behavior and the Enforcement of Law,The Impact of Drug and Alcohol Prices and Policies on Crime: A State-Level Analysis,"University of Illinois, Chicago",2003,K,Law and Economics,2002-2003,both,"Corbett, Michaelyn",57189444759,,
"VIELMA, HECTOR;University of Illinois, Chicago;2003","Vielma, Hector",Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Price Level; Inflation; Deflation,Inflation and Long Run Growth: Further Empirical Evidence,"University of Illinois, Chicago",2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,,,,
"FEIGENBAUM, JAMES A.;University of Iowa;2003","Feigenbaum, James A.",Macroeconomics: Consumption; Saving; Wealth,Exploring the Causes of Saving,University of Iowa,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,"Feigenbaum, James A.",7005723088,"FEIGENBAUM, JAMES J.",pfe480
"GAO, FENG;University of Iowa;2003","Gao, Feng",Fertility; Family Planning; Child Care; Children; Youth;Economics of Gender; Non-labor Discrimination;Labor Standards: Labor Force Composition;Wage Level and Structure; Wage Differentials,Three Essays on Child Labor and the Gender Wage Gap,University of Iowa,2003,J,Labor and Demographic Economics,2003-2004,both,"Gao, Feng",55511023900,,
"GUNAY, HIKMET;University of Iowa;2003","Gunay, Hikmet",Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Essays on Beliefs and Learning in Economics,University of Iowa,2003,D,Microeconomics,2003-2004,both,"Günay, Hikmet",23568084700,"GUNAY, HIKMET",pgu109
"JANDA, KAREL;University of Iowa;2003","Janda, Karel",Financial Institutions and Services: General;Bankruptcy; Liquidation,Essays on Credit Contracts,University of Iowa,2003,G,Financial Economics,2002-2003,both,"Janda, Karel",56240770500,"JANDA, KAREL",pja140
"LOWEN, AARON;University of Iowa;2003","Lowen, Aaron",Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;Economics of Contract: Theory;Analysis of Education,Essays on Econometric Issues Applied to Learning and the Design of Hierarchical Incentive Contracts,University of Iowa,2003,D,Microeconomics,2003-2004,both,"Lowen, Aaron",16507263900,"LOWEN, AARON MATTHEW",plo270
"BROWN, MICHAEL HAYDEN;University of Kentucky;2003","Brown, Michael Hayden","Social Security and Public Pensions;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Geographic and Group Variation in Supplemental Security Income,University of Kentucky,2003,H,Public Economics,2002-2003,both,,,,
"CLOUSE, BRADLEY ALAN;University of Kentucky;2003","Clouse, Bradley Alan",Analysis of Health Care Markets,The Economics of Dental Care Utilization,University of Kentucky,2003,I,"Health, Education, and Welfare",2002-2003,both,,,,
"TOMA, ROXANA;University of Kentucky;2003","Toma, Roxana",Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance,"The Corporate Merger Phenomenon: Determinants and Changes in Merger Policies, Evidence for Acquiring Firms 1986-1998",University of Kentucky,2003,G,Financial Economics,2002-2003,both,,,,
"ISLAM, KAZI;University of Manitoba;2003","Islam, Kazi",Economic Development: General;Current Account Adjustment; Short-term Capital Movements;Macroeconomics: Consumption; Saving; Wealth,Financing Development and the Financial Crisis of Thailand: An Empirical Investigation,University of Manitoba,2003,O,"Economic Development, Technological Change, and Growth",2002-2003,both,,,,
"BARRERA-OSORIO, FELIPE;University of Maryland;2003","Barrera-Osorio, Felipe","Education and Research Institutions: General;National Government Expenditures and Education;Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior",Decentralization and Education: An Empirical Investigation,University of Maryland,2003,I,"Health, Education, and Welfare",2003-2004,both,"Barrera-Osorio, Felipe",35069109600,"BARRERA-OSORIO, FELIPE",pba426
"BERTHELON, MATIAS;University of Maryland;2003","Berthelon, Matias",Economic Development: General;Economic Integration;Economic Growth and Aggregate Productivity: General,Essays on Regional Integration and Development Economics,University of Maryland,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Berthelon, Matias E.",24281088600,MATIAS BERTHELON,pbe1226
"CORCORAN, SEAN;University of Maryland;2003","Corcoran, Sean",Analysis of Education;Educational Finance; Financial Aid;State and Local Budget and Expenditures,"Essays on the Economics of Education: Changes in Teacher Quality Over Time, and Population Heterogeneity and the Support for Public Education",University of Maryland,2003,I,"Health, Education, and Welfare",2003-2004,both,"Corcoran, Sean P.",23984059500,"CORCORAN, SEAN PATRICK",pco81
"DOYLE, COLIN M.;University of Maryland;2003","Doyle, Colin M.",Labor Discrimination;Labor Contracts,Discrimination in the Matching Labor Market: Theory and Evidence,University of Maryland,2003,J,Labor and Demographic Economics,2003-2004,both,,,,
"FABERMAN, R. JASON;University of Maryland;2003","Faberman, R. Jason","Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;Regional Economic Activity: Growth, Development, Environmental Issues, and Changes",Employment and Establishment Dynamics in Metropolitan Areas,University of Maryland,2003,R,"Urban, Rural, and Regional Economics",2002-2003,both,"Faberman, R. Jason",55667540500,"FABERMAN, JASON",pfa260
"FOSTER, JENNIFER R.;University of Maryland;2003","Foster, Jennifer R.",Education and Research Institutions: General,Theory and Evidence of Social Effects on College Achievement,University of Maryland,2003,I,"Health, Education, and Welfare",2003-2004,both,"Foster, Gigi",10639219400,,
"KAPOOR, MUDIT;University of Maryland;2003","Kapoor, Mudit","Mining, Extraction, and Refining: Hydrocarbon Fuels;General Regional Economics: Econometric and Input-Output Models; Other Models",Panel Data Models with Spatial Correlation: Estimation Theory and an Empirical Investigation of the U.S. Wholesale Gasoline Industry,University of Maryland,2003,L,Industrial Organization,2003-2004,both,"Kapoor, Mudit",57201289289,"KAPOOR, MUDIT",pka1117
"KRUGER, DIANA ISABEL;University of Maryland;2003","Kruger, Diana Isabel",Labor Standards: Labor Force Composition;Fertility; Family Planning; Child Care; Children; Youth;Analysis of Education;Economic Development: Human Resources; Human Development; Income Distribution; Migration,The Effects of Economic Opportunity on Child Labor and Schooling,University of Maryland,2003,J,Labor and Demographic Economics,2003-2004,both,"Kruger, Diana I.",36625567600,,
"LEWIS, JEFFREY;University of Maryland;2003","Lewis, Jeffrey","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Essays on Welfare Reform,University of Maryland,2003,I,"Health, Education, and Welfare",2003-2004,both,,,,
"LILE, RONALD;University of Maryland;2003","Lile, Ronald",Producer Cooperatives; Labor Managed Firms; Employee Ownership;Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Labor Managed Firms and the Value of Pollution Emissions,University of Maryland,2003,J,Labor and Demographic Economics,2002-2003,both,,,,
"LIVINGSTON, JEFFREY A.;University of Maryland;2003","Livingston, Jeffrey A.",Transactional Relationships; Contracts and Reputation; Networks;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;Auctions,How Valuable is a Good Reputation? Theory and Evidence from Internet Auctions,University of Maryland,2003,L,Industrial Organization,2003-2004,both,"Livingston, Jeffrey A.",35211288300,"LIVINGSTON, JEFFREY A.",pli387
"MARTIN, FACUNDO SANTIAGO;University of Maryland;2003","Martin, Facundo Santiago",Fiscal and Monetary Policy in Development;International Linkages to Development; Role of International Organizations;Development Planning and Policy: Trade Policy; Factor Movement; Foreign Exchange Policy,Explaining Reform Reversals: The Role of External Constraints in Transition and Latin American Countries,University of Maryland,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Martín, Facundo",56406827000,,
"ORTIZ-MOLINA, HERNAN;University of Maryland;2003","Ortiz-Molina, Hernan",Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill,Essays on Empirical Corporate Finance,University of Maryland,2003,G,Financial Economics,2002-2003,both,"Ortiz-Molina, Hernán",14021839800,,
"PEDRO, RODRIGUEZ;University of Maryland;2003","Pedro, Rodriguez",Foreign Exchange;Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;Multinational Firms; International Business,Currency Mismatches in Emerging Markets: Causes and Implications for Firms' Investment during Currency Crises,University of Maryland,2003,F,International Economics,2003-2004,both,,,,
"SUSTER, MARTIN;University of Maryland;2003","Suster, Martin","Unemployment: Models, Duration, Incidence, and Job Search;Labor Contracts",Search and Matching in Imperfect Labor Markets,University of Maryland,2003,J,Labor and Demographic Economics,2003-2004,both,"Suster, Martin",57196096671,"SUSTER, MARTIN",psu381
"TOPOLESKI, JULIE;University of Maryland;2003","Topoleski, Julie","Sports; Gambling; Restaurants; Recreation; Tourism;Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;Regional Development Planning and Policy",The Social and Economic Impact of Native American Casinos,University of Maryland,2003,L,Industrial Organization,2002-2003,both,"Topoleski, John J.",56958466400,,
"TREVINO, JUAN;University of Maryland;2003","Trevino, Juan",Monetary Policy;Price Level; Inflation; Deflation;Foreign Exchange,"Does the Exchange Rate Matter for Monetary Policy under Inflation Targeting? Evidence from Mexico, New Zealand and Canada",University of Maryland,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,,,,
"TSOUKALAS, JOHN;University of Maryland;2003","Tsoukalas, John",Business Fluctuations; Cycles;Investment; Capital; Intangible Capital; Capacity,"Credit Constraints, Inventory Investment and Business Cycles",University of Maryland,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,"Tsoukalas, John D.",11940904400,"TSOUKALAS, JOHN",pts25
"YUZEFOVICH, YEVGENIY;University of Maryland;2003","Yuzefovich, Yevgeniy",International Finance: General;International Financial Markets,Estimating Contagion: A Spatial Approach,University of Maryland,2003,F,International Economics,2003-2004,both,"Yuzefovich, Yevgeny",14047732900,,
"ISA, PAVEL E.;University of Massachusetts;2003","Isa, Pavel E.",Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance,"Economic Size and Long Term Growth: An Empirical Analysis of the Consequences of Small Economic Size on Investment, Productivity and Income Growth",University of Massachusetts,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Isa Contreras, Pavel",57210918542,,
"KESWELL, MALCOLM M.;University of Massachusetts;2003","Keswell, Malcolm M.","Economic Development: Human Resources; Human Development; Income Distribution; Migration;Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: Africa; Oceania;Personal Income, Wealth, and Their Distributions","Essays on Categorical Inequality, Non-linear Income Dynamics and Social Mobility in South Africa",University of Massachusetts,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Keswell, Malcolm",8219026600,,
"LIARD, CARLOS F.;University of Massachusetts;2003","Liard, Carlos F.",International Linkages to Development; Role of International Organizations;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;International Investment; Long-term Capital Movements;Business Taxes and Subsidies including sales and value-added (VAT);Investment; Capital; Intangible Capital; Capacity,The Effectiveness of Tax Incentives in Attracting Investment: The Case of Puerto Rico,University of Massachusetts,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Liard-Muriente, Carlos F.",34571547800,,
"XIAO, FENG;University of Massachusetts;2003","Xiao, Feng","Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid;Socialist Institutions and Their Transitions: Financial Economics;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;General Financial Markets: General (includes Measurement and Data);Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;International Investment; Long-term Capital Movements",The Role of the Stock Market in Influencing Firm Investment in China,University of Massachusetts,2003,P,Economic Systems,2003-2004,both,,,,
"AGOSTINI, CLAUDIO;University of Michigan;2003","Agostini, Claudio",Fiscal Policies and Behavior of Economic Agents: General;Industrial Organization: General,Essays in Public Finance and Industrial Organization,University of Michigan,2003,H,Public Economics,2002-2003,both,"Agostini, Claudio A.",12751950100,"AGOSTINI, CLAUDIO A",pag22
"BROWN, PHILIP H.;University of Michigan;2003","Brown, Philip H.","Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty;Marriage; Marital Dissolution; Family Structure; Domestic Abuse;Economic Development: Human Resources; Human Development; Income Distribution; Migration;Measurement and Analysis of Poverty;Household Production and Intrahousehold Allocation;Analysis of Education","Poverty, Education and Intrahousehold Bargaining: Evidence from China",University of Michigan,2003,P,Economic Systems,2003-2004,both,"Brown, Pike",55454901600,,
"CHAI-ANANT, CHAYAWADEE;University of Michigan;2003","Chai-Anant, Chayawadee",Fiscal and Monetary Policy in Development;Current Account Adjustment; Short-term Capital Movements;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance,"Capital Flows, Investor Behavior, and Macroeconomic Policy in Thailand and Other Developing Countries",University of Michigan,2003,O,"Economic Development, Technological Change, and Growth",2002-2003,both,,,,
"KEZDI, GABOR;University of Michigan;2003","Kezdi, Gabor","Mobility, Unemployment, Vacancies, and Immigrant Workers: General;Education and Research Institutions: General",Three Essays in Labor Economics,University of Michigan,2003,J,Labor and Demographic Economics,2003-2004,both,"Kézdi, Gábor",23488832500,"KEZDI, GABOR",pke76
"MCGUIRE, PATRICK;University of Michigan;2003","McGuire, Patrick",Banks; Depository Institutions; Micro Finance Institutions; Mortgages;Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill,The Changing Nature of Japanese Firm Bank Relationships,University of Michigan,2003,G,Financial Economics,2002-2003,both,"McGuire, Patrick M.",43961339000,"MCGUIRE, PATRICK M.",pmc216
"PARK, NO-WOOK;University of Michigan;2003","Park, No-Wook","Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;Intergovernmental Relations; Federalism; Secession","Empirical Essays on Patronage, Decentralization, and Distributive Politics",University of Michigan,2003,D,Microeconomics,2003-2004,both,,,,
"REBACK, RANDALL;University of Michigan;2003","Reback, Randall","National Government Expenditures and Education;Structure, Scope, and Performance of Government;Educational Finance; Financial Aid",Public Finance in General Equilibrium: The Case of Education,University of Michigan,2003,H,Public Economics,2003-2004,both,"Reback, Randall",8266686700,"REBACK, RANDALL",pre97
"SCHMIDT, LUCILLE;University of Michigan;2003","Schmidt, Lucille","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Marriage; Marital Dissolution; Family Structure; Domestic Abuse;Fertility; Family Planning; Child Care; Children; Youth",Family Structure and Economic Opportunities,University of Michigan,2003,I,"Health, Education, and Welfare",2003-2004,both,"Schmidt, Lucie G.",57203071042,"SCHMIDT, LUCIE",psc90
"SUN, SU;University of Michigan;2003","Sun, Su","Production, Pricing, and Market Structure; Size Distribution of Firms;Firm Organization and Market Structure","Three Essays on Vertical Pricing, Firm Dynamics and Industry Evolution",University of Michigan,2003,L,Industrial Organization,2002-2003,both,"Sun, Su",15732208600,,
"BARLO, MEHMET;University of Minnesota;2003","Barlo, Mehmet",Noncooperative Games,Essays in Game Theory,University of Minnesota,2003,C,Mathematical and Quantitative Methods,2003-2004,both,"Barlo, Mehmet",24340623700,"BARLO, MEHMET",pba246
"BRIDGMAN, BENJAMIN;University of Minnesota;2003","Bridgman, Benjamin",Economic Development: General,Essays on Development,University of Minnesota,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Bridgman, Benjamin R.",23487815600,"BRIDGMAN, BENJAMIN",pbr15
"CARDOS, MIGUEL;University of Minnesota;2003","Cardos, Miguel",Macroeconomic Analyses of Economic Development;Macroeconomics: Production;Business Fluctuations; Cycles;Macroeconomics: Consumption; Saving; Wealth,Essays on Output and Consumption Volatility in Less Developed Economies,University of Minnesota,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,,,,
"GOMEZ, JUAN CAMILO;University of Minnesota;2003","Gomez, Juan Camilo",Game Theory and Bargaining Theory: General,The Extended Core,University of Minnesota,2003,C,Mathematical and Quantitative Methods,2003-2004,both,"Gómez, Juan Camilo",25645807200,"GOMEZ, JUAN CAMILO",pgo252
"KHITARISHVILI, TAMAR;University of Minnesota;2003","Khitarishvili, Tamar","Socialist Enterprises and Their Transitions;Socialist Systems and Transitional Economies: National Income, Product, and Expenditure; Money; Inflation;Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population;Human Capital; Skills; Occupational Choice; Labor Productivity;New Firms; Startups;Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence","Creation and Expansion of Firms, Human Capital and Economic Growth in Transition Countries",University of Minnesota,2003,P,Economic Systems,2003-2004,both,"Khitarishvili, Tamar",56574275300,"KHITARISHVILI, TAMAR",pkh260
"KIM, JIN;University of Minnesota;2003","Kim, Jin",Positive Analysis of Policy Formulation and Implementation,Public Mechanism Design,University of Minnesota,2003,D,Microeconomics,2003-2004,both,,,,
"KUSUDA, KOJI;University of Minnesota;2003","Kusuda, Koji","Interest Rates: Determination, Term Structure, and Effects;Asset Pricing; Trading Volume; Bond Interest Rates","Term Structure Models of Interest Rates with Jump-Diffusion Information: Equilibrium, CAPM, and Derivative Asset Pricing",University of Minnesota,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,"Kusuda, Koji",6701849821,,
"LEONI, PATRICK;University of Minnesota;2003","Leoni, Patrick",Expectations; Speculations;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,"Beliefs, Learning and Economic Behaviors",University of Minnesota,2003,D,Microeconomics,2003-2004,both,"Leoni, Patrick L.",24338414900,"LEONI, PATRICK L.",ple815
"LIU, YA-MING INGRID;University of Minnesota;2003","Liu, Ya-Ming Ingrid",Analysis of Health Care Markets,Market Structure and the Quality of Hospital Outpatient Departments for Diabetes Patients under a Single-Payer System in Taiwan,University of Minnesota,2003,I,"Health, Education, and Welfare",2002-2003,both,"Liu, Yaming",7410217137,,
"MEZA, FELIPE;University of Minnesota;2003","Meza, Felipe",International Linkages to Development; Role of International Organizations;Fiscal Policies and Behavior of Economic Agents: General,Essays on the Mexican Crisis of 1994-1995,University of Minnesota,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Meza, Felipe",24577173700,"MEZA, FELIPE",pme295
"PERALTA-ALVA, ADRIAN;University of Minnesota;2003","Peralta-Alva, Adrian",Information and Market Efficiency; Event Studies; Insider Trading;Technological Change: Choices and Consequences; Diffusion Processes,Technical Change and U.S. Stock Market Movements,University of Minnesota,2003,G,Financial Economics,2003-2004,both,"Peralta-Alva, Adrian",14018430000,"PERALTA-ALVA, ADRIAN",ppe47
"SARACOGLU, DURDANE SIRIN;University of Minnesota;2003","Saracoglu, Durdane Sirin","Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;Demographic Trends, Macroeconomic Effects, and Forecasts;Economic Development: Human Resources; Human Development; Income Distribution; Migration","Transition Dynamics and Developing Countries: A Two-Part Essay on the Informal Sector, and Rural-Urban Migration in the Process of Economic Growth",University of Minnesota,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,"Saraçoǧlu, Dürdane Şirin",23135466800,"SARACOGLU, DURDANE SIRIN",psa438
"SOLE, JUAN;University of Minnesota;2003","Sole, Juan",International Finance: General,Essays in International Finance,University of Minnesota,2003,F,International Economics,2003-2004,both,"Solé, Juan",26666347600,,
"TERTILT, MICHELE;University of Minnesota;2003","Tertilt, Michele",Marriage; Marital Dissolution; Family Structure; Domestic Abuse;Economic Sociology; Economic Anthropology; Language; Social and Economic Stratification;Economic Development: Human Resources; Human Development; Income Distribution; Migration,Essays on Social Institutions,University of Minnesota,2003,J,Labor and Demographic Economics,2003-2004,both,"Tertilt, Michèle",12788600100,"TERTILT, MICHELE",pte114
"TSYVINSKY, ALEH;University of Minnesota;2003","Tsyvinsky, Aleh",Fiscal Policy;Business Taxes and Subsidies including sales and value-added (VAT);Taxation and Subsidies: Efficiency; Optimal Taxation;Safety; Job Satisfaction; Related Public Policy,Optimal Dynamic Fiscal Policy,University of Minnesota,2003,E,Macroeconomics and Monetary Economics,2002-2003,both,"Tsyvinski, Aleh",6504293496,"TSYVINSKI, ALEH",pts51
"YESIN, AYSE PINAR;University of Minnesota;2003","Yesin, Ayse Pinar","Interest Rates: Determination, Term Structure, and Effects;Tax Evasion and Avoidance;Taxation and Subsidies: Efficiency; Optimal Taxation;Price Level; Inflation; Deflation;Monetary Policy",Essays on Optimal Interest Rates,University of Minnesota,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,"Yeşin, Pınar",36770069900,,
